Timestamp,Mode,PacketID,UUID,SNR_dB,RSSI_dBm,LossRate
2026-07-02T21:02:39.895835,FORM,0,353e4458-9e12-4716-af0c-9b419f003feb,7.00,-41,0.00
2026-07-02T21:02:40.424628,FORM,1,353e4458-9e12-4716-af0c-9b419f003feb,7.25,-36,0.00
2026-07-02T21:02:40.953413,FORM,2,353e4458-9e12-4716-af0c-9b419f003feb,6.75,-36,0.00
2026-07-02T21:02:41.482524,FORM,3,353e4458-9e12-4716-af0c-9b419f003feb,7.00,-36,0.00
2026-07-02T21:02:42.011680,FORM,4,353e4458-9e12-4716-af0c-9b419f003feb,7.50,-40,0.00
2026-07-02T21:02:42.540600,FORM,5,353e4458-9e12-4716-af0c-9b419f003feb,7.00,-48,0.00
2026-07-02T21:02:43.069585,FORM,6,353e4458-9e12-4716-af0c-9b419f003feb,6.75,-47,0.00
2026-07-02T21:02:43.598641,FORM,7,353e4458-9e12-4716-af0c-9b419f003feb,7.50,-40,0.00
2026-07-02T21:02:44.127499,FORM,8,353e4458-9e12-4716-af0c-9b419f003feb,9.75,-38,0.00
2026-07-02T21:02:44.656557,FORM,9,353e4458-9e12-4716-af0c-9b419f003feb,7.75,-37,0.00
2026-07-02T21:02:45.185601,FORM,10,353e4458-9e12-4716-af0c-9b419f003feb,6.75,-39,0.00
2026-07-02T21:02:45.536598,FORM,0,353e4458-9e12-4716-af0c-9b419f003feb,7.25,-39,0.00
2026-07-02T21:02:46.065649,FORM,1,353e4458-9e12-4716-af0c-9b419f003feb,7.00,-48,0.00
2026-07-02T21:02:46.594546,FORM,2,353e4458-9e12-4716-af0c-9b419f003feb,6.25,-43,0.00
2026-07-02T21:02:47.123669,FORM,3,353e4458-9e12-4716-af0c-9b419f003feb,8.50,-52,0.00
2026-07-02T21:02:47.652599,FORM,4,353e4458-9e12-4716-af0c-9b419f003feb,7.25,-37,0.00
2026-07-02T21:02:48.181484,FORM,5,353e4458-9e12-4716-af0c-9b419f003feb,7.25,-45,0.00
2026-07-02T21:02:48.710697,FORM,6,353e4458-9e12-4716-af0c-9b419f003feb,6.50,-61,0.00
